kênh,view,tiêu đề,ký tự,từ,là câu hỏi,mở bằng từ hỏi,có 'you',có 'ancient',từ cực đại,từ nguy hiểm,có số,CHỮ HOA CẢ TỪ,dấu ...,dấu !
Mogo,3302,How Did Tribes Punish Their Worst Members?,42,7,1,1,0,0,1,0,0,0,0,0
Mogo,115559,Why Do Animals Save Humans?,27,5,1,1,0,0,0,0,0,0,0,0
Mogo,702,Why Did 95% Of Ancient Men Disappear?,37,7,1,1,0,1,0,0,1,0,0,0
Mogo,567,Where Are You When You Dream?,29,6,1,1,1,0,0,0,0,0,0,0
Mogo,2458,Why Did Ancient Humans Marry So Young?,38,7,1,1,0,1,0,0,0,0,0,0
Mogo,5237,Do Insects Know They Exist?,27,5,1,1,0,0,0,0,0,0,0,0
Mogo,2952,Do Animal Feel Time Differently?,32,5,1,1,0,0,0,0,0,0,0,0
Mogo,2713,How Did Ancient Humans Survive Winter?,38,6,1,1,0,1,0,1,0,0,0,0
Mogo,368082,Why Don’t We Eat Other Animal Eggs?,35,7,1,1,0,0,0,0,0,0,0,0
Mogo,2312,Why Didn’t Ancient Humans Exercise?,35,5,1,1,0,1,0,0,0,0,0,0
Mogo,5926,How Did Ancient Humans Handle Death?,36,6,1,1,0,1,0,1,0,0,0,0
Mogo,4682,How Did Humans Survive Before Houses?,37,6,1,1,0,0,0,1,0,0,0,0
Mogo,3628,Why Did Ancient Humans Sleep On Rocks?,38,7,1,1,0,1,0,0,0,0,0,0
Mogo,9484,How Did Wild Cats Become Human Pets?,36,7,1,1,0,0,0,0,0,0,0,0
Mogo,9306,Why Can’t You Remember Being a Baby?,36,7,1,1,1,0,0,0,0,0,0,0
Mogo,380,Why Do You Keep Waking Up at 3AM?,33,8,1,1,1,0,0,0,0,1,0,0
Mogo,277,Why Do Humans Forget Their Dreams?,34,6,1,1,0,0,0,0,0,0,0,0
Mogo,35817,Do Wild Animals See Humans As Weak?,35,7,1,1,0,0,0,0,0,0,0,0
Mogo,7619,How Did Ancient Humans Use the Bathroom?,40,7,1,1,0,1,0,0,0,0,0,0
Mogo,5522,Why Did Humans Stop Eating Animal Organs?,41,7,1,1,0,0,0,0,0,0,0,0
Mogo,18917,"What Did Ancient Humans Do During the 100,000 Missing Years?",60,10,1,1,0,1,0,0,1,0,0,0
Mogo,2731,How Did Humans First Discover Alcohol?,38,6,1,1,0,0,0,0,0,0,0,0
Mogo,2382,What Dumb Skill Made Ancient Humans So Dangerous?,49,8,1,1,0,1,0,1,0,0,0,0
Mogo,1121,How Did Ancient Humans Cross Oceans Without Ships?,50,8,1,1,0,1,0,0,0,0,0,0
MrHell,1719,What Did Ancient Humans Do After Drinking Alcohol?,50,8,1,1,0,1,0,0,0,0,0,0
MrHell,419883,What Did Ancient Humans Really Do at Night?,43,8,1,1,0,1,0,0,0,0,0,0
MrHell,4235,How Did Ancient Humans Actually Find Love?,42,7,1,1,0,1,0,0,0,0,0,0
MrHell,3204,How Did Ancient Humans Survive Sickness before Science?,55,8,1,1,0,1,0,1,0,0,0,0
MrHell,3268,What Ancient Humans Did When Someone Died,41,7,0,1,0,1,0,1,0,0,0,0
MrHell,1755,"What Happens if You Break the Law 50,000 Years Ago?",51,10,1,1,1,0,0,0,1,0,0,0
MrHell,1509,How Did Ancient Humans Survive Ancient Dentistry?,49,7,1,1,0,1,0,1,0,0,0,0
MrHell,1268,How Did Ancient Humans Accidentally Create Dogs?,48,7,1,1,0,1,0,0,0,0,0,0
MrHell,2165,What Did Ancient Humans Hide In Your DNA?,41,8,1,1,1,1,0,0,0,1,0,0
MrHell,1806,"Why Ancient Humans Never Felt ""Lazy""?",37,6,1,1,0,1,1,0,0,0,0,0
Myrk,27895,How Ancient Humans Survived Every Apex Predators?,49,7,1,1,0,1,1,2,0,0,0,0
Myrk,11008,What Do Animals Think About Humans?,35,6,1,1,0,0,0,0,0,0,0,0
Myrk,4689,Why Do Humans Have Different Skin Colors?,41,7,1,1,0,0,0,0,0,0,0,0
Myrk,40603,Why Did Humans Start Cooking Everything?,40,6,1,1,0,0,0,0,0,0,0,0
Myrk,337806,Why are animals afraid of humans?,33,6,1,1,0,0,0,1,0,0,0,0
Myrk,4759,How did ancient humans survive DEADLIEST winter?,48,7,1,1,0,1,1,2,0,1,0,0
Myrk,1441,Do Animals Remember Humans Who Saved Them?,42,7,1,1,0,0,0,0,0,0,0,0
Myrk,3838,Why Did Humans Start Cooking Food?,34,6,1,1,0,0,0,0,0,0,0,0
Myrk,2780,Why Can't Wild Animals Attack Sleeping Humans?,46,7,1,1,0,0,0,0,0,0,0,0
Myrk,749,What Did Ancient Humans Do When It's Wouldn't Stop Raining?,59,10,1,1,0,1,0,0,0,0,0,0
Myrk,1305,Why Humans Can't Eat Predator Meat?,35,6,1,1,0,0,0,1,0,0,0,0
Myrk,226,How Humans Became The Ultimate Predators,40,6,0,1,0,0,0,1,0,0,0,0
Myrk,31,Which Fish Did Human Evolve from?,33,6,1,0,0,0,0,0,0,0,0,0
Myrk,4664,Why Humans Can’t Eat Raw Meat?,30,6,1,1,0,0,0,0,0,0,0,0
Myrk,61,Why predators never eat other predators ?,41,7,1,1,0,0,1,2,0,0,0,0
Myrk,221,How Humans Learned to Speak?,28,5,1,1,0,0,0,0,0,0,0,0
Myrk,47,why can't Humans drink other animal's milk?,43,7,1,1,0,0,0,0,0,0,0,0
NeonRush,299,Why You Can't Tickle Yourself?,30,5,1,1,1,0,0,0,0,0,0,0
NeonRush,255,Why Humans Take Forever to Grow Up?,35,7,1,1,0,0,0,0,0,0,0,0
NeonRush,208,Why Do Humans have different Races?,35,6,1,1,0,0,0,0,0,0,0,0
NeonRush,12587,How Did Humans End Up in Australia?,35,7,1,1,0,0,0,0,0,0,0,0
NeonRush,1164,The Rarest Human Who Could Ever Exist!,38,7,0,0,0,0,0,0,0,0,0,1
NeonRush,1547,Why Ancient Humans Needed Wolves to Survive?,44,7,1,1,0,1,0,1,0,0,0,0
NeonRush,307,Why It's Better to Be Prey Than a Predator?,43,9,1,1,0,0,0,1,0,0,0,0
NeonRush,827,How Ancient Humans Found Water?,31,5,1,1,0,1,0,0,0,0,0,0
NeonRush,190,Why Do Animals Remember Humans for Years?,41,7,1,1,0,0,0,0,0,0,0,0
NeonRush,1768,How Humans Invented Guns?,25,4,1,1,0,0,0,0,0,0,0,0
NeonRush,337,Why Do Wild Animals Protect Human Children?,43,7,1,1,0,0,0,0,0,0,0,0
NeonRush,14672,How Did Ancient Humans Discover Beer?,37,6,1,1,0,1,0,0,0,0,0,0
NeonRush,84503,How Did Humans Invent Bow and Arrow?,36,7,1,1,0,0,0,0,0,0,0,0
NeonRush,4595,How Did Humans Invent Nukes?,28,5,1,1,0,0,0,0,0,0,0,0
NeonRush,42565,How Did Humans Invent Boats?,28,5,1,1,0,0,0,0,0,0,0,0
NeonRush,48692,How Did Humans Invent Wheel?,28,5,1,1,0,0,0,0,0,0,0,0
NeonRush,25950,How Did Humans Discover Fire?,29,5,1,1,0,0,0,0,0,0,0,0
NeonRush,5674,When Did Ancient Humans Start Eating Eggs?,42,7,1,1,0,1,0,0,0,0,0,0
NeonRush,159715,How Did Humans Invent Swords?,29,5,1,1,0,0,0,0,0,0,0,0
NeonRush,3538,How Did Humans Invent Medicines?,32,5,1,1,0,0,0,0,0,0,0,0
NeonRush,15340,How Did Humans Invent Spears?,29,5,1,1,0,0,0,0,0,0,0,0
NeonRush,13607,How Did Humans Invent the Boomerang?,36,6,1,1,0,0,0,0,0,0,0,0
NeonRush,28192,How Did Humans Invent Slavery?,30,5,1,1,0,0,0,0,0,0,0,0
NeonRush,4063,How Did Humans Invent Whip?,27,5,1,1,0,0,0,0,0,0,0,0
NeonRush,34952,How Did Humans Invent Armor?,28,5,1,1,0,0,0,0,0,0,0,0
NeonRush,6077,How Did Humans Invent Sling?,28,5,1,1,0,0,0,0,0,0,0,0
NeonRush,124545,How Did Humans Invent Countries?,32,5,1,1,0,0,0,0,0,0,0,0
NeonRush,9643,How Did Humans Invent Animal Domestication?,43,6,1,1,0,0,0,0,0,0,0,0
NeonRush,58765,How Did Humans Invent Bread?,28,5,1,1,0,0,0,0,0,0,0,0
NeonRush,7710,How Did Humans Invent Astronomy?,32,5,1,1,0,0,0,0,0,0,0,0
NeonRush,19297,How Did Humans Invent Shoes?,28,5,1,1,0,0,0,0,0,0,0,0
NeonRush,38337,How Did Humans Invent War?,26,5,1,1,0,0,0,0,0,0,0,0
NeonRush,5527,How Did Humans Invent Axe?,26,5,1,1,0,0,0,0,0,0,0,0
PaintItSimple,6471,The Craziest Communication Methods Used by Ancient Humans,57,8,0,0,0,1,1,0,0,0,0,0
PaintItSimple,1930169,The CRAZIEST Survival Methods Used by Ancient Humans During Ice Age,67,11,0,0,0,1,1,1,0,1,0,0
PaintItSimple,158195,What Did Ancient Humans Use to Hunt Giants?,43,8,1,1,0,1,0,0,0,0,0,0
PaintItSimple,291240,How Did Ancient Humans Lose Their Dark Skin?,44,8,1,1,0,1,0,1,0,0,0,0
PaintItSimple,6705,How Did Ancient Humans Survive Deadly Winters?,46,7,1,1,0,1,0,2,0,0,0,0
PaintItSimple,1060,What Did Ancient Humans Do to Preserve Food?,44,8,1,1,0,1,0,0,0,0,0,0
PaintItSimple,2539,What Did Ancient Humans Do When They Met Other Human Species,60,11,0,1,0,1,0,0,0,0,0,0
PrimalGlitch,4742,How Did Ancient Humans Live Without Privacy?,44,7,1,1,0,1,0,0,0,0,0,0
PrimalGlitch,22571,Why Evolution Left the Human Blueprint Unfinished?,50,7,1,1,0,0,0,0,0,0,0,0
PrimalGlitch,9210,What Scared Early Humans More Than Death?,41,7,1,1,0,0,0,1,0,0,0,0
PrimalGlitch,277969,Why Ancient Humans Would've Died Without Dogs?,46,7,1,1,0,1,0,1,0,0,0,0
PrimalGlitch,87131,How Cats Domesticated Ancient Humans (And Still Do),51,8,0,1,0,1,0,0,0,0,0,0
PrimalGlitch,3681,Why Ancient Humans Died Young?,30,5,1,1,0,1,0,1,0,0,0,0
PrimalGlitch,2611,Were Ancient Humans Immune To Cancer?,37,6,1,1,0,1,0,0,0,0,0,0
PrimalGlitch,120046,Why Wolves Chose Ancient Humans,31,5,0,1,0,1,0,0,0,0,0,0
PrimalGlitch,3300,Why Predators Never Attack Sleeping Humans,42,6,0,1,0,0,1,1,0,0,0,0
PrimalGlitch,1190,How Ancient Humans Accidentally Invented Guns,45,6,0,1,0,1,0,0,0,0,0,0
PrimalGlitch,2735,How Ancient Humans Survived Deadly Ice Age Winters?,51,8,1,1,0,1,0,2,0,0,0,0
PrimalGlitch,37939,Why Ancient Humans Couldn't Sleep Without Dogs?,47,7,1,1,0,1,0,0,0,0,0,0
PrimalGlitch,49,Why Ancient Humans Couldn't Domesticate Zebras Like Horses?,59,8,1,1,0,1,0,0,0,0,0,0
Rune,991,The Terrifying Reason Humans Wear Clothes,41,6,0,0,0,0,0,1,0,0,0,0
Rune,1466,Why Does the Universe Have a Speed Limit?,41,8,1,1,0,0,0,0,0,0,0,0
Rune,370,Why We Weren't Supposed to Drink Milk,37,7,0,1,0,0,0,0,0,0,0,0
Rune,142867,What Did Ancient Humans Do When They Were Bored?,48,9,1,1,0,1,0,0,0,0,0,0
Rune,29516,How Did Ancient Humans Actually Flirt?,38,6,1,1,0,1,0,0,0,0,0,0
Rune,489,How Did Ancient Humans Actually Get High?,41,7,1,1,0,1,0,0,0,0,0,0
Rune,2305,Why Ancient Humans Would Dominate the Modern Olympics,53,8,0,1,0,1,0,0,0,0,0,0
Rune,95,How Cats Slowly Conquered Humanity,34,5,0,1,0,0,0,0,0,0,0,0
Rune,1765,Did Ancient Humans Have Favorite Foods?,39,6,1,1,0,1,0,0,0,0,0,0
Rune,153,How Did Ancient Romans Actually Fall in Love?,45,8,1,1,0,1,0,0,0,0,0,0
Rune,809,What It Was Actually Like to Be a Roman Slave,45,10,0,1,0,0,0,0,0,0,0,0
Rune,48,Why Do We Actually Clap Our Hands?,34,7,1,1,0,0,0,0,0,0,0,0
Rune,64,How Ancient Humans Became Apex Predators,40,6,0,1,0,1,0,1,0,0,0,0
SimplyAStickman,1695,The Ancient Reason Loneliness Hurts So Much,43,7,0,0,0,1,0,0,0,0,0,0
SimplyAStickman,417,Why You're Still Tired After Doing Nothing?,43,7,1,1,1,0,0,0,0,0,0,0
SimplyAStickman,171,Why You Can't Stop Eating Even When You're Full? And Food Companies Know It,75,14,0,1,1,0,0,0,0,0,0,0
SimplyAStickman,295,Why Your Best Ideas Only Appear After You Give Up?,50,10,1,1,1,0,2,0,0,0,0,0
SimplyAStickman,238767,Why Ancient People With ADHD Were Better Survivors,50,8,0,1,0,1,0,0,0,1,0,0
SimplyAStickman,172,"If Ancient Humans Faced Lions, Why Do Emails Feel So Scary?",59,11,1,0,0,1,0,1,0,0,0,0
SimplyAStickman,276,Why Your Brain Keeps Breaking Focus?,36,6,1,1,1,0,0,0,0,0,0,0
SimplyAStickman,133,Why Social Media Exhausts You Even When You're Just Scrolling,61,10,0,1,1,0,0,0,0,0,0,0
SimplyAStickman,394,Why Your Brain Hates Missing Out?,33,6,1,1,1,0,0,0,0,0,0,0
SimplyAStickman,426,Why Too Many Choices Exhaust You?,33,6,1,1,1,0,0,0,0,0,0,0
SimplyAStickman,2918,Why Ancient Humans Don't Burn Out But You Do?,45,9,1,1,1,1,0,0,0,0,0,0
SimplyAStickman,134,How Long Would It Take To Count To One Billion Out Loud?,56,12,1,1,0,0,0,0,0,0,0,0
SimplyAStickman,131,What If You've Switched Off All The World's Electricity For One Second?,71,12,1,1,1,0,0,0,0,0,0,0
SimplyAStickman,493,What If Gravity Got 10% Lighter?,32,6,1,1,0,0,0,0,1,0,0,0
SimplyAStickman,1354,How ADHD Leaders Shaped History Through Hyperfocus,50,7,0,1,0,0,0,0,0,1,0,0
SimplyAStickman,122,Why We Might Not Last 24 Hours in A World Without Fear?,55,12,1,1,0,0,0,1,1,0,0,0
SimplyAStickman,1237,What If People With ADHD Runs The Modern World?,47,9,1,1,0,0,0,0,0,1,0,0
SimplyAStickman,62292,Why Ancient Tribes Needed Autistic Minds?,41,6,1,1,0,1,0,0,0,0,0,0
SimplyAStickman,204,What If We Dump Our Thrash Into Volcanos,40,8,0,1,0,0,0,0,0,0,0,0
SimplyAStickman,7337,Why AuDHD Feels Like Two Brains Fighting?,41,7,1,1,0,0,0,0,0,0,0,0
SimplyAStickman,781,Why So Many Brilliant People Have Dyslexia?,43,7,1,1,0,0,0,0,0,0,0,0
SimplyAStickman,2282,Why Ancient Humans Needed Sensitive People?,43,6,1,1,0,1,0,0,0,0,0,0
SimplyAStickman,1942,The Reasons Autistic People Go Silent,37,6,0,0,0,0,0,0,0,0,0,0
SimplyAStickman,466,Why Ancient Tribes Kept the People Who Heard Voices?,52,9,1,1,0,1,0,0,0,0,0,0
SimplyAStickman,1131,Why Some Brains Wake Up After Dark?,35,7,1,1,0,0,0,1,0,0,0,0
SimplyAStickman,372,Why Your Brain Says No?,23,5,1,1,1,0,0,0,0,0,0,0
SimplyAStickman,528,Why Autistic Mind Suddenly Shut Down And How We Can Support,59,11,0,1,0,0,0,0,0,0,0,0
SimplyAStickman,1450,Why ADHD Brains Ignore Important Things?,40,6,1,1,0,0,0,0,0,1,0,0
SimplyAStickman,463,Why AuDHD Makes You Feel Stuck All The Time,43,9,0,1,1,0,0,0,0,0,0,0
SimplyAStickman,272,Why Schizoid People Seem Emotionless?,37,5,1,1,0,0,0,0,0,0,0,0
SimplyAStickman,282,Why Do Autistic Mind Hide Who They Really Are?,46,9,1,1,0,0,0,0,0,0,0,0
SimplyAStickman,161,Why Your Brain Won't Let Go of Unfinished Events,48,9,0,1,1,0,0,0,0,0,0,0
SimplyAStickman,117,Why You Aren't Lazy. Why Your Brain Just Can't Feel Time.,57,11,0,1,1,0,0,0,0,0,0,0
SimplyAStickman,216,Why You Can't Stop Overthinking (Even When You Know What To Do),63,12,0,1,1,0,0,0,0,0,0,0
SimplyAStickman,131,Stop Using Fidget Toys To Focus (Do This Instead),49,9,0,0,0,0,0,0,0,0,0,0
SimplyAStickman,239,Why Ancient Humans Sabotaged Success And You Still Do,53,9,0,1,1,1,0,0,0,0,0,0
SimplyAStickman,111,Why Ancient Humans Feared Rejection More Than Death,51,8,0,1,0,1,0,1,0,0,0,0
SimplyAStickman,475,"The Ancient Reason Why You See 1,001 Distractions Everyone Else Misses",70,11,0,0,1,1,0,0,1,0,0,0
SimplyAStickman,171,"Stop Telling Me to ""Just Be Flexible"" (Autism Explained)",56,9,0,0,0,0,0,0,0,0,0,0
SimplyAStickman,779,Why You're Actually Best in a Crisis (ADHD Explained),53,9,0,1,1,0,1,0,0,1,0,0
SimplyAStickman,167,Why Ancient Tribes Depended On Autistic Women,45,7,0,1,0,1,0,0,0,0,0,0
SimplyAStickman,65,Why Autism In Women Go Unseen,29,6,0,1,0,0,0,0,0,0,0,0
SimplyAStickman,3367,Why Groups Reject Most Useful Member,36,6,0,1,0,0,1,0,0,0,0,0
SimplyAStickman,85,Why You Hear Every Sound in the Room at Once,44,10,0,1,1,0,1,0,0,0,0,0
SimplyAStickman,126,Stop Punishing Yourself for Changing Plan,41,6,0,0,0,0,0,0,0,0,0,0
SimplyAStickman,105,Why Being Understood Feels Different,36,5,0,1,0,0,0,0,0,0,0,0
SimplyAStickman,30,Why Life Seems To Speed Up As We Age,36,9,0,1,0,0,0,0,0,0,0,0
Stickly,146645,How Did Ancient Humans Have a Private Life?,43,8,1,1,0,1,0,0,0,0,0,0
Stickly,14217,Why Did Ancient Humans Become White?,36,6,1,1,0,1,0,0,0,0,0,0
Stickly,584380,What Did Ancient Humans Do During the Night?,44,8,1,1,0,1,0,0,0,0,0,0
Stickly,100795,What Did Ancient Humans Do Without Jobs,39,7,0,1,0,1,0,0,0,0,0,0
Stickly,171628,How Did Ancient Humans Survive Before Medicine?,47,7,1,1,0,1,0,1,0,0,0,0
Stickly,26947,How Humans Accidentally Domesticated Dogs,41,5,0,1,0,0,0,0,0,0,0,0
Stickly,10517,How Did Ancient Women Give Birth?,33,6,1,1,0,1,0,0,0,0,0,0
Stickly,4183,What Did Ancient Humans Actually Drink?,39,6,1,1,0,1,0,0,0,0,0,0
Stickly,62198,How Did Ancient Humans Actually Fall in Love?,45,8,1,1,0,1,0,0,0,0,0,0
Stickly,417462,Why Do We Always Need to Pet Everything?,40,8,1,1,0,0,0,0,0,0,0,0
Stickly,2078350,Why Do Predators Ignore Sleeping Humans?,40,6,1,1,0,0,0,1,0,0,0,0
Stickly,6452,Did Cancer Kill Ancient Humans?,31,5,1,1,0,1,0,1,0,0,0,0
Stickly,21490,Why Did Animals Learn to Fear Us?,33,7,1,1,0,0,0,1,0,0,0,0
Stickly,10539,How Did Ancient Humans Hunt Giant Animals?,42,7,1,1,0,1,0,0,0,0,0,0
Stickly,11678,Why Is One Hand Dominant?,25,5,1,1,0,0,0,0,0,0,0,0
Stickly,130586,Could Ancient Humans Become Obese?,34,5,1,1,0,1,0,0,0,0,0,0
Stickly,8684,What Happened After Ancient Humans Found Fire?,46,7,1,1,0,1,0,0,0,0,0,0
Stickly,165872,What Did Humans Eat Before Fire?,32,6,1,1,0,0,0,0,0,0,0,0
Stickly,5596,How Did Ancient Humans Handle Sleepless Night?,46,7,1,1,0,1,0,0,0,0,0,0
Stickly,24696,How Did Ancient Humans Build Everything?,40,6,1,1,0,1,0,0,0,0,0,0
Stickly,15179,Why Are Predators Afraid of Our Thumbs?,39,7,1,1,0,0,0,2,0,0,0,0
Stickly,16143,Did Ancient Humans Actually Live Underground?,45,6,1,1,0,1,0,0,0,0,0,0
Stickly,17400,How Did Ancient Humans Live Without Houses?,43,7,1,1,0,1,0,0,0,0,0,0
Stickly,4248,Do Animals Find Humans Adorable?,32,5,1,1,0,0,0,0,0,0,0,0
Stickly,45400,Why Do Cats and Dogs Fight?,27,6,1,1,0,0,0,0,0,0,0,0
Stickly,279692,Why Do Animals Bring Babies to Humans?,38,7,1,1,0,0,0,0,0,0,0,0
Stickly,3263,How Did Humans Accidentally Invent Music?,41,6,1,1,0,0,0,0,0,0,0,0
Stickly,30590,Why Do Some Animals Live Longer?,32,6,1,1,0,0,0,0,0,0,0,0
Stickly,33431,When Did Early Humans Start Eating Salt?,40,7,1,1,0,0,0,0,0,0,0,0
Stickly,5894,Why Do Wild Animals Ask Humans for Help?,40,8,1,1,0,0,0,0,0,0,0,0
Stickly,12858,Why Do Falling Dreams Feel Real?,32,6,1,1,0,0,0,0,0,0,0,0
Stickly,3640,Did Ancient Humans Really Die at 30?,36,7,1,1,0,1,0,1,1,0,0,0
Stickly,4468,Why Did Ancient Humans Abandon Caves?,37,6,1,1,0,1,0,0,0,0,0,0
Stickly,29082,At What Age Did Most Ancient Humans Die?,40,8,1,0,0,1,1,1,0,0,0,0
Stickly,4052,How Did Ancient Humans Hunt Giant Animals?,42,7,1,1,0,1,0,0,0,0,0,0
Stickly,22793,Why Don’t Orcas Hunt Humans?,28,5,1,1,0,0,0,0,0,0,0,0
Stickly,30065,Why Were Animals Terrified of Ancient Humans?,45,7,1,1,0,1,0,0,0,0,0,0
Stickly,18647,Which Ancient Technologies Have We Lost?,40,6,1,0,0,1,0,0,0,0,0,0
Stickly,13157,Why Couldn’t Most Ancient Humans Drink Milk?,44,7,1,1,0,1,1,0,0,0,0,0
Stickly,1703,Were Ancient Humans Homosexual as Well?,39,6,1,1,0,1,0,0,0,0,0,0
Stickly,3908,What Parts of Human History Are Still Missing?,46,8,1,1,0,0,0,0,0,0,0,0
Stickly,2465,Why Did Ancient Humans Go to America?,37,7,1,1,0,1,0,0,0,0,0,0
Stickly,923,How Did Every Egyptian Pharaoh Die?,35,6,1,1,0,0,1,1,0,0,0,0
SuperJoy,581,Common Mind Glitches You Experience Without Knowing,51,7,0,0,1,0,0,0,0,0,0,0
SuperJoy,627784,What Did Ancient Humans Do With No Privacy?,43,8,1,1,0,1,0,0,0,0,0,0
SuperJoy,574,The Ice Age Should Have Killed Every Human Alive,48,9,0,0,0,1,1,1,0,0,0,0
SuperJoy,2276,What Did Ancient Humans Drink Before Farming Existed?,53,8,1,1,0,1,0,0,0,0,0,0
SuperJoy,1383,The Real Reason You Wake Up at 2AM,34,8,0,0,1,0,0,0,0,1,0,0
SuperJoy,1137,What Did Ancient Humans Do When Someone Died?,45,8,1,1,0,1,0,1,0,0,0,0
SuperJoy,242,What Did Ancient Humans Do When a Predator Attacked?,52,9,1,1,0,1,0,1,0,0,0,0
SuperJoy,158,How Did Ancient Humans Keep Their Babies Alive?,47,8,1,1,0,1,0,0,0,0,0,0
SuperJoy,207,What You Did As A Baby You'll Never Remember,44,9,0,1,1,0,1,0,0,0,0,0
Zenn,66627,Why Are Humans Dumber Now?,26,5,1,1,0,0,0,0,0,0,0,0
Zenn,514900,What Happens After We Die?,26,5,1,1,0,0,0,1,0,0,0,0
Zenn,1867656,Why You Can't Remember Being a Baby,35,7,0,1,1,0,0,0,0,0,0,0
Zenn,7831687,What Did Ancient Humans Do at Night?,36,7,1,1,0,1,0,0,0,0,0,0
Zenn,258509,Why Hasn't Anyone Raised the Titanic?,37,6,1,1,0,0,0,0,0,0,0,0
Zenn,125251,The Spotlight Effect,20,3,0,0,0,0,0,0,0,0,0,0
Zenn,812233,What If WE Are The Aliens?,26,6,1,1,0,0,0,0,0,0,0,0
Zenn,48161,The Pratfall Effect,19,3,0,0,0,0,0,0,0,0,0,0
Zenn,732859,What Did Ancient Humans Actually Eat?,37,6,1,1,0,1,0,0,0,0,0,0
Zenn,4023379,The Calhoun Effect,18,3,0,0,0,0,0,0,0,0,0,0
Zenn,363607,What Did Ancient Humans Do All Day?,35,7,1,1,0,1,0,0,0,0,0,0
Zenn,59268,The ENTIRE History of MONEY,27,5,0,0,0,0,0,0,0,2,0,0
Zenn,30550,Why Are Exactly 10% of People Left-Handed?,42,7,1,1,0,0,0,0,1,0,0,0
Zenn,35583,What If Humans Lived 4.5 Billion Years Ago?,43,8,1,1,0,0,0,0,1,0,0,0
Zenn,60659,The Bliss Point,15,3,0,0,0,0,0,0,0,0,0,0
Zenn,29801,What Happens to Unvisited Graves?,33,5,1,1,0,0,0,0,0,0,0,0
Zenn,21647,Why Were Vikings So Scared at Night?,36,7,1,1,0,0,0,0,0,0,0,0
Zenn,27664,Are You Real?,13,3,1,1,1,0,0,0,0,0,0,0
Zenn,13394,Why Do Dogs Love Humans?,24,5,1,1,0,0,0,0,0,0,0,0
Zenn,26359,Why Don't Dragons Exist?,24,4,1,1,0,0,0,0,0,0,0,0
Zenn,15620,Do Animals Remember Human Faces?,32,5,1,1,0,0,0,0,0,0,0,0
Zenn,22382,Were Ancient Humans Loyal to One Partner?,41,7,1,1,0,1,0,0,0,0,0,0
Zenn,14435,The Marshmallow Effect,22,3,0,0,0,0,0,0,0,0,0,0
Zenn,16719,What Did Surgery Feel Like Before Anesthesia?,45,7,1,1,0,0,0,0,0,0,0,0
Zenn,13507,Would You Know If You Were Stupid?,34,7,1,1,1,0,0,0,0,0,0,0
Zenn,12447,Why Do Mosquitoes Always Bite YOU?,34,6,1,1,1,0,0,0,0,1,0,0
Zenn,13035,When Do You Peak in Life?,25,6,1,1,1,0,0,0,0,0,0,0
Zenn,11849,Why Don't Animals Have Wheels?,30,5,1,1,0,0,0,0,0,0,0,0
